id,bare,rank,type,level
5998,связка,5973.0,noun,
5999,единство,5974.0,noun,
6000,мент,5975.0,noun,
6004,обрывок,5979.0,noun,
6006,логик,5981.0,noun,
6008,звёздочка,5983.0,noun,
6009,тост,5984.0,noun,
6013,птичка,5988.0,noun,
6015,канава,5990.0,noun,
6017,деление,5992.0,noun,
6024,сумочка,5999.0,noun,
6027,познание,6002.0,noun,
6034,бедняга,6009.0,noun,
6035,ширина,6010.0,noun,
6037,толстяк,6012.0,noun,
6038,наполеон,6013.0,noun,
6040,джип,6015.0,noun,
6043,кувшин,6018.0,noun,
6044,завершение,6019.0,noun,
6047,боб,6022.0,noun,
6049,владыка,6024.0,noun,
6050,тормоз,6025.0,noun,
6056,перрон,6031.0,noun,
6057,насмешка,6032.0,noun,
6062,тележка,6037.0,noun,
6066,белоруссия,6041.0,noun,
6068,словарь,6043.0,noun,
6070,важность,6045.0,noun,
6073,крюк,6048.0,noun,
6077,бокс,6052.0,noun,
6078,гигант,6053.0,noun,
6082,цитата,6057.0,noun,
6085,прах,6060.0,noun,
6089,радист,6064.0,noun,
6097,султан,6072.0,noun,
6098,находка,6073.0,noun,
6099,эмиграция,6074.0,noun,
6102,дядюшка,6077.0,noun,
6106,переворот,6081.0,noun,
6107,засада,6082.0,noun,
6108,отход,6083.0,noun,
6109,лось,6084.0,noun,
6110,подобие,6085.0,noun,
6113,сообщество,6088.0,noun,
6118,химия,6093.0,noun,
6120,камин,6095.0,noun,
6122,наркотика,6097.0,noun,
6123,штурм,6098.0,noun,
6126,мостик,6101.0,noun,
6129,госдума,6104.0,noun,
6131,стопка,6106.0,noun,
6132,комбинезон,6107.0,noun,
6133,наследник,6108.0,noun,
6136,свод,6111.0,noun,
6137,замена,6112.0,noun,
6139,вышка,6114.0,noun,
6141,выделение,6116.0,noun,
6142,струйка,6117.0,noun,
6143,причал,6118.0,noun,
6150,диалог,6125.0,noun,
6151,энтузиазм,6126.0,noun,
6152,аптека,6127.0,noun,
6154,причёска,6129.0,noun,
6156,фига,6131.0,noun,
6158,пойма,6133.0,noun,
6159,очертание,6134.0,noun,
6160,рояль,6135.0,noun,
6161,обстрел,6136.0,noun,
6165,сокровище,6140.0,noun,
6166,колея,6141.0,noun,
6168,глыба,6143.0,noun,
6169,поединок,6144.0,noun,
6170,принятие,6145.0,noun,
6171,хитрость,6146.0,noun,
6175,миома,6150.0,noun,
6176,шапочка,6151.0,noun,
6178,клещ,6153.0,noun,
6179,шахматы,6154.0,noun,
6181,равнина,6156.0,noun,
6188,мерседес,6163.0,noun,
6193,мазь,6168.0,noun,
6195,свёрток,6170.0,noun,
6198,чертёж,6173.0,noun,
6201,опасение,6176.0,noun,
6202,ядро,6177.0,noun,
6203,сервер,6178.0,noun,
6204,скелет,6179.0,noun,
6205,броня,6180.0,noun,
6206,корм,6181.0,noun,
6207,кореец,6182.0,noun,
6208,измена,6183.0,noun,
6209,пучок,6184.0,noun,
6210,диктатура,6185.0,noun,
6212,погреб,6187.0,noun,
6215,оправдание,6190.0,noun,
6218,бугор,6193.0,noun,
6219,участь,6194.0,noun,
6227,отпечаток,6202.0,noun,
6229,стихия,6204.0,noun,
6231,боеприпас,6206.0,noun,
6236,конкурент,6211.0,noun,
6240,зам,6215.0,noun,
6242,сходство,6217.0,noun,
6249,русь,6224.0,noun,
6250,застава,6225.0,noun,
6251,бегство,6226.0,noun,
6258,бритва,6233.0,noun,
6260,залп,6235.0,noun,
6262,сенатор,6237.0,noun,
6263,указатель,6238.0,noun,
6264,упражнение,6239.0,noun,
6266,магнитофон,6241.0,noun,
6267,занавес,6242.0,noun,
6268,караван,6243.0,noun,
6271,экскурсия,6246.0,noun,
6275,курорт,6250.0,noun,
6277,пират,6252.0,noun,
6280,клей,6255.0,noun,
6281,клад,6256.0,noun,
6282,любовница,6257.0,noun,
6287,лягушка,6262.0,noun,
6289,гипотеза,6264.0,noun,
6291,бездна,6266.0,noun,
6294,жара,6269.0,noun,
6295,равнодушие,6270.0,noun,
6296,брезент,6271.0,noun,
6297,опора,6272.0,noun,
6305,вилок,6280.0,noun,
6307,толщина,6282.0,noun,
6308,община,6283.0,noun,
6309,мертвец,6284.0,noun,
6312,суждение,6287.0,noun,
6313,затея,6288.0,noun,
6314,глубь,6289.0,noun,
6319,иуда,6294.0,noun,
6320,троллейбус,6295.0,noun,
6322,затрата,6297.0,noun,
6325,граф,6300.0,noun,
6326,мускул,6301.0,noun,
6330,наставник,6305.0,noun,
6337,аппаратура,6312.0,noun,
6338,покров,6313.0,noun,
6345,официантка,6320.0,noun,
6347,рвота,6322.0,noun,
6348,манер,6323.0,noun,
6350,лодочник,6325.0,noun,
6351,сирена,6326.0,noun,
6352,бинт,6327.0,noun,
6353,хаос,6328.0,noun,
6355,джентльмен,6330.0,noun,
6360,ссора,6335.0,noun,
6361,балка,6336.0,noun,
6362,физик,6337.0,noun,
6363,клиника,6338.0,noun,
6364,гадость,6339.0,noun,
6365,пустырь,6340.0,noun,
6367,хулиган,6342.0,noun,
6371,плен,6346.0,noun,
6374,проезд,6349.0,noun,
6375,лапка,6350.0,noun,
6377,кошелёк,6352.0,noun,
6379,помидор,6354.0,noun,
6382,геолог,6357.0,noun,
6383,улочка,6358.0,noun,
6387,паутина,6362.0,noun,
6389,брызги,6364.0,noun,
6392,бармен,6367.0,noun,
6396,опухоль,6371.0,noun,
6397,ячейка,6372.0,noun,
6403,пленник,6378.0,noun,
6404,морщина,6379.0,noun,
6405,талия,6380.0,noun,
6407,зараза,6382.0,noun,
6408,мгла,6383.0,noun,
6409,прапорщик,6384.0,noun,
6412,итальянец,6387.0,noun,
6414,максимум,6389.0,noun,
6415,пьяница,6390.0,noun,
6421,детишки,6396.0,noun,
6423,надобность,6398.0,noun,
6424,терраса,6399.0,noun,
6432,путник,6407.0,noun,
6434,чулок,6409.0,noun,
6439,финансы,6414.0,noun,
6443,чернеть,6418.0,noun,
6446,лишение,6421.0,noun,
6448,колокол,6423.0,noun,
6451,телогрейка,6426.0,noun,
6453,прорыв,6428.0,noun,
6457,карета,6432.0,noun,
6458,ревность,6433.0,noun,
6464,стандарт,6439.0,noun,
6465,таракан,6440.0,noun,
6468,приказание,6443.0,noun,
6471,азарт,6446.0,noun,
6472,дрозд,6447.0,noun,
6473,сырьё,6448.0,noun,
6474,скульптура,6449.0,noun,
6476,прицел,6451.0,noun,
6477,киоск,6452.0,noun,
6478,верблюд,6453.0,noun,
6479,рецепт,6454.0,noun,
6481,демон,6456.0,noun,
6482,розочка,6457.0,noun,
6484,литератор,6459.0,noun,
6485,раковина,6460.0,noun,
6486,жопа,6461.0,noun,
6488,варенье,6463.0,noun,
6492,элита,6467.0,noun,
6494,мох,6469.0,noun,
6496,юбилей,6471.0,noun,
6497,недра,6472.0,noun,
6502,грош,6477.0,noun,
6503,рапорт,6478.0,noun,
6509,стратегия,6484.0,noun,
6511,скула,6486.0,noun,
6517,вахта,6492.0,noun,
6519,батя,6494.0,noun,
6521,вклад,6496.0,noun,
6522,тошнота,6497.0,noun,
6525,сеанс,6500.0,noun,
6526,гранат,6501.0,noun,
6527,эльф,6502.0,noun,
6529,голубь,6504.0,noun,
6531,фашизм,6506.0,noun,
6533,быстрота,6508.0,noun,
6535,выпивка,6510.0,noun,
6538,обком,6513.0,noun,
6539,сырость,6514.0,noun,
6540,кобура,6515.0,noun,
6542,выговор,6517.0,noun,
6543,забава,6518.0,noun,
6544,удобство,6519.0,noun,
6546,рукоятка,6521.0,noun,
6548,лак,6523.0,noun,
6550,няня,6525.0,noun,
6556,маневр,6531.0,noun,
6557,секция,6532.0,noun,
6560,червь,6535.0,noun,
6562,шишка,6537.0,noun,
6565,поправка,6540.0,noun,
6568,виноград,6543.0,noun,
6571,макушка,6546.0,noun,
6573,кода,6548.0,noun,
6574,такт,6549.0,noun,
6576,банкир,6551.0,noun,
6582,опушка,6557.0,noun,
6583,ваза,6558.0,noun,
6585,беглец,6560.0,noun,
6586,пирамида,6561.0,noun,
6587,переписка,6562.0,noun,
6590,ликвидация,6565.0,noun,
6591,вихрь,6566.0,noun,
6593,лесок,6568.0,noun,
6595,эмигрант,6570.0,noun,
6596,дядька,6571.0,noun,
6600,ефрейтор,6575.0,noun,
6603,револьвер,6578.0,noun,
6608,чара,6583.0,noun,
6612,кий,6587.0,noun,
6624,материк,6599.0,noun,
6625,неприязнь,6600.0,noun,
6634,довод,6609.0,noun,
6635,каникулы,6610.0,noun,
6639,потенциал,6614.0,noun,
6643,постановка,6618.0,noun,
6645,педагог,6620.0,noun,
6647,пособие,6622.0,noun,
6654,браслет,6629.0,noun,
6660,грузин,6635.0,noun,
6661,величие,6636.0,noun,
6664,яблоня,6639.0,noun,
6666,травка,6641.0,noun,
6669,фаза,6644.0,noun,
6671,повестка,6646.0,noun,
6672,карабин,6647.0,noun,
6675,корка,6650.0,noun,
6678,муравей,6653.0,noun,
6684,конвой,6659.0,noun,
6685,дуга,6660.0,noun,
6686,комок,6661.0,noun,
6687,тракт,6662.0,noun,
6690,узелок,6665.0,noun,
6692,пузырёк,6667.0,noun,
6693,пуща,6668.0,noun,
6694,тачка,6669.0,noun,
6695,унижение,6670.0,noun,
6696,особа,6671.0,noun,
6697,создатель,6672.0,noun,
6703,оформление,6678.0,noun,
6705,конюшня,6680.0,noun,
6706,отравление,6681.0,noun,
6707,поклон,6682.0,noun,
6708,нарком,6683.0,noun,
6709,бешенство,6684.0,noun,
6710,кубок,6685.0,noun,
6713,ложе,6688.0,noun,
6714,склонность,6689.0,noun,
6716,пальчик,6691.0,noun,
6718,покушение,6693.0,noun,
6721,грамота,6696.0,noun,
6729,сияние,6704.0,noun,
6730,донесение,6705.0,noun,
6734,китель,6709.0,noun,
6738,механик,6713.0,noun,
6741,разгар,6716.0,noun,
6742,канифоль,6717.0,noun,
6744,полнота,6719.0,noun,
6750,близнец,6725.0,noun,
6752,инфаркт,6727.0,noun,
6753,пина,6728.0,noun,
6755,ладошка,6730.0,noun,
6757,спаситель,6732.0,noun,
6758,капелька,6733.0,noun,
6763,таз,6738.0,noun,
6765,оон,6740.0,noun,
6768,прикрытие,6743.0,noun,
6770,невежество,6745.0,noun,
6774,миссис,6749.0,noun,
6782,улучшение,6757.0,noun,
6784,окраска,6759.0,noun,
6790,мельница,6765.0,noun,
6792,дева,6767.0,noun,
6795,псих,6770.0,noun,
6796,мел,6771.0,noun,
6800,минуточка,6775.0,noun,
6801,тренировка,6776.0,noun,
6805,фунт,6780.0,noun,
6808,собачка,6783.0,noun,
6816,блиндаж,6791.0,noun,
6817,дуло,6792.0,noun,
6818,распад,6793.0,noun,
6819,чистка,6794.0,noun,
6820,медик,6795.0,noun,
6822,мамаша,6797.0,noun,
6826,мгновенье,6801.0,noun,
6827,плоскость,6802.0,noun,
6830,мастерство,6805.0,noun,
6832,эра,6807.0,noun,
6837,туловище,6812.0,noun,
6838,штраф,6813.0,noun,
6842,лучник,6817.0,noun,
6845,костра,6820.0,noun,
6849,клятва,6824.0,noun,
6854,ласка,6829.0,noun,
6856,филин,6831.0,noun,
6857,украшение,6832.0,noun,
6858,турнир,6833.0,noun,
6860,клан,6835.0,noun,
6861,роскошь,6836.0,noun,
6866,персонал,6841.0,noun,
6868,фракция,6843.0,noun,
6869,парашют,6844.0,noun,
6873,задержка,6848.0,noun,
6874,паук,6849.0,noun,
6875,приложение,6850.0,noun,
6881,шов,6856.0,noun,
6883,горсть,6858.0,noun,
6884,сводка,6859.0,noun,
6888,комнатка,6863.0,noun,
6889,бланк,6864.0,noun,
6892,очерк,6867.0,noun,
6893,посылка,6868.0,noun,
6894,трап,6869.0,noun,
6897,жительство,6872.0,noun,
6898,смущение,6873.0,noun,
6902,злодей,6877.0,noun,
6905,рыло,6880.0,noun,
6907,пух,6882.0,noun,
6910,полюс,6885.0,noun,
6911,жулик,6886.0,noun,
6914,дурачок,6889.0,noun,
6919,пилотка,6894.0,noun,
6920,безобразие,6895.0,noun,
6921,град,6896.0,noun,
6922,косяк,6897.0,noun,
6924,форточка,6899.0,noun,
6926,тесть,6901.0,noun,
6929,кит,6904.0,noun,
6940,рыбалка,6915.0,noun,
6942,ступня,6917.0,noun,
6944,стаканчик,6919.0,noun,
6945,нора,6920.0,noun,
6947,пардон,6922.0,noun,
6949,география,6924.0,noun,
6950,фундамент,6925.0,noun,
6951,ожог,6926.0,noun,
6952,спор,6927.0,noun,
6953,возражение,6928.0,noun,
6958,волшебница,6933.0,noun,
6960,бедствие,6935.0,noun,
6962,ремешок,6937.0,noun,
6965,кража,6940.0,noun,
6967,рака,6942.0,noun,
6970,умолк,6945.0,noun,
6978,гарнизон,6953.0,noun,
6985,свалка,6960.0,noun,
6988,посох,6963.0,noun,
6990,избушка,6965.0,noun,
6992,феномен,6967.0,noun,
6995,построение,6970.0,noun,
7005,пружина,6980.0,noun,
7009,паром,6984.0,noun,
7010,отметка,6985.0,noun,
7011,пирога,6986.0,noun,
7013,бал,6988.0,noun,
7017,конгресс,6992.0,noun,
7025,бухта,7000.0,noun,
8884,арбуз,122.0,noun,
12153,пикник,1002.0,noun,
22754,деньги,176.0,noun,A2
51787,дверь,126.0,noun,
58490,броня,6180.0,noun,
58496,видение,4996.0,noun,C2
58497,вина,2851.0,noun,C1
58499,замок,1115.0,noun,B2
58500,замок,1115.0,noun,B2
58503,коса,4710.0,noun,C2
58505,мука,2577.0,noun,C1
58517,пора,268.0,noun,B1
58518,правило,728.0,noun,B2
58520,проволока,3236.0,noun,C2
58570,помочь,701.0,noun,B2
58571,орган,827.0,noun,B2
58573,волна,1061.0,noun,B2
58577,сведение,1689.0,noun,B2
58578,скала,1752.0,noun,C1
58582,ужин,2142.0,noun,C1
58584,комплекс,2263.0,noun,C1
58585,вертолёт,2323.0,noun,C1
58586,лекарство,2376.0,noun,C1
58588,свойство,2633.0,noun,C1
58589,транспорт,2661.0,noun,C1
58594,провод,3409.0,noun,C2
58597,заговор,4116.0,noun,C2
58600,горечь,4442.0,noun,C2
58604,кредит,4781.0,noun,C2
58607,тупик,5116.0,noun,C2
58610,доброта,5550.0,noun,
58614,старина,5817.0,noun,
58618,рапорт,6478.0,noun,
59734,лист,762.0,noun,B2
59736,повод,859.0,noun,B2
59737,горох,1200.0,noun,B2
